split,file,json_path_used,json_candidates_tried,nodes_total,pos_vulnerable,neg_non_vulnerable
valid,shard_dfcb,Dataset/valid/unified_aug\shard_dfcb.json,"[('Dataset/valid/unified_aug\\shard_dfcb.json', 2, 'single-json')]",2071,2,2069
valid,shard_dfd8,Dataset/valid/unified_aug\shard_dfd8.json,"[('Dataset/valid/unified_aug\\shard_dfd8.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_dfd8.pt', 0, 'jsonl(0 lines)')]",940,0,940
valid,shard_e02f,Dataset/valid/unified_aug\shard_e02f.json,"[('Dataset/valid/unified_aug\\shard_e02f.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e02f.pt', 0, 'jsonl(0 lines)')]",4392,0,4392
valid,shard_e031,Dataset/valid/unified_aug\shard_e031.json,"[('Dataset/valid/unified_aug\\shard_e031.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e031.pt', 0, 'jsonl(0 lines)')]",2844,0,2844
valid,shard_e048,Dataset/valid/unified_aug\shard_e048.json,"[('Dataset/valid/unified_aug\\shard_e048.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e048.pt', 0, 'jsonl(0 lines)')]",586,0,586
valid,shard_e04c,Dataset/valid/unified_aug\shard_e04c.json,"[('Dataset/valid/unified_aug\\shard_e04c.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e04c.pt', 0, 'jsonl(0 lines)')]",53,0,53
valid,shard_e04f,Dataset/valid/unified_aug\shard_e04f.json,"[('Dataset/valid/unified_aug\\shard_e04f.json', 2, 'single-json')]",998,2,996
valid,shard_e069,Dataset/valid/unified_aug\shard_e069.json,"[('Dataset/valid/unified_aug\\shard_e069.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e069.pt', 0, 'jsonl(0 lines)')]",1005,0,1005
valid,shard_e079,Dataset/valid/unified_aug\shard_e079.json,"[('Dataset/valid/unified_aug\\shard_e079.json', 4, 'single-json')]",3197,4,3193
valid,shard_e07a,Dataset/valid/unified_aug\shard_e07a.json,"[('Dataset/valid/unified_aug\\shard_e07a.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e07a.pt', 0, 'jsonl(0 lines)')]",162,0,162
valid,shard_e07e,Dataset/valid/unified_aug\shard_e07e.json,"[('Dataset/valid/unified_aug\\shard_e07e.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e07e.pt', 0, 'jsonl(0 lines)')]",24,0,24
valid,shard_e091,Dataset/valid/unified_aug\shard_e091.json,"[('Dataset/valid/unified_aug\\shard_e091.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e091.pt', 0, 'jsonl(0 lines)')]",94,0,94
valid,shard_e0a5,Dataset/valid/unified_aug\shard_e0a5.json,"[('Dataset/valid/unified_aug\\shard_e0a5.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e0a5.pt', 0, 'jsonl(0 lines)')]",349,0,349
valid,shard_e0bc,Dataset/valid/unified_aug\shard_e0bc.json,"[('Dataset/valid/unified_aug\\shard_e0bc.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e0bc.pt', 0, 'jsonl(0 lines)')]",763,0,763
valid,shard_e0c9,Dataset/valid/unified_aug\shard_e0c9.json,"[('Dataset/valid/unified_aug\\shard_e0c9.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e0c9.pt', 0, 'jsonl(0 lines)')]",1281,0,1281
valid,shard_e0e3,Dataset/valid/unified_aug\shard_e0e3.json,"[('Dataset/valid/unified_aug\\shard_e0e3.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e0e3.pt', 0, 'jsonl(0 lines)')]",1826,0,1826
valid,shard_e118,Dataset/valid/unified_aug\shard_e118.json,"[('Dataset/valid/unified_aug\\shard_e118.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e118.pt', 0, 'jsonl(0 lines)')]",271,0,271
valid,shard_e11e,Dataset/valid/unified_aug\shard_e11e.json,"[('Dataset/valid/unified_aug\\shard_e11e.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e11e.pt', 0, 'jsonl(0 lines)')]",503,0,503
valid,shard_e11f,Dataset/valid/unified_aug\shard_e11f.json,"[('Dataset/valid/unified_aug\\shard_e11f.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e11f.pt', 0, 'jsonl(0 lines)')]",73,0,73
valid,shard_e13e,Dataset/valid/unified_aug\shard_e13e.json,"[('Dataset/valid/unified_aug\\shard_e13e.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e13e.pt', 0, 'jsonl(0 lines)')]",96,0,96
valid,shard_e14f,Dataset/valid/unified_aug\shard_e14f.json,"[('Dataset/valid/unified_aug\\shard_e14f.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e14f.pt', 0, 'jsonl(0 lines)')]",714,0,714
valid,shard_e159,Dataset/valid/unified_aug\shard_e159.json,"[('Dataset/valid/unified_aug\\shard_e159.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e159.pt', 0, 'jsonl(0 lines)')]",2632,0,2632
valid,shard_e15c,Dataset/valid/unified_aug\shard_e15c.json,"[('Dataset/valid/unified_aug\\shard_e15c.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e15c.pt', 0, 'jsonl(0 lines)')]",276,0,276
valid,shard_e17c,Dataset/valid/unified_aug\shard_e17c.json,"[('Dataset/valid/unified_aug\\shard_e17c.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e17c.pt', 0, 'jsonl(0 lines)')]",151,0,151
valid,shard_e183,Dataset/valid/unified_aug\shard_e183.json,"[('Dataset/valid/unified_aug\\shard_e183.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e183.pt', 0, 'jsonl(0 lines)')]",805,0,805
valid,shard_e1b6,Dataset/valid/unified_aug\shard_e1b6.json,"[('Dataset/valid/unified_aug\\shard_e1b6.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e1b6.pt', 0, 'jsonl(0 lines)')]",24,0,24
valid,shard_e1c5,Dataset/valid/unified_aug\shard_e1c5.json,"[('Dataset/valid/unified_aug\\shard_e1c5.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e1c5.pt', 0, 'jsonl(0 lines)')]",1348,0,1348
valid,shard_e1ca,Dataset/valid/unified_aug\shard_e1ca.json,"[('Dataset/valid/unified_aug\\shard_e1ca.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e1ca.pt', 0, 'jsonl(0 lines)')]",3826,0,3826
valid,shard_e1d3,Dataset/valid/unified_aug\shard_e1d3.json,"[('Dataset/valid/unified_aug\\shard_e1d3.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e1d3.pt', 0, 'jsonl(0 lines)')]",368,0,368
valid,shard_e1dc,Dataset/valid/unified_aug\shard_e1dc.json,"[('Dataset/valid/unified_aug\\shard_e1dc.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e1dc.pt', 0, 'jsonl(0 lines)')]",4793,0,4793
valid,shard_e266,Dataset/valid/unified_aug\shard_e266.json,"[('Dataset/valid/unified_aug\\shard_e266.json', 4, 'single-json')]",2954,4,2950
valid,shard_e26a,Dataset/valid/unified_aug\shard_e26a.json,"[('Dataset/valid/unified_aug\\shard_e26a.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e26a.pt', 0, 'jsonl(0 lines)')]",969,0,969
valid,shard_e274,Dataset/valid/unified_aug\shard_e274.json,"[('Dataset/valid/unified_aug\\shard_e274.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e274.pt', 0, 'jsonl(0 lines)')]",80,0,80
valid,shard_e27b,Dataset/valid/unified_aug\shard_e27b.json,"[('Dataset/valid/unified_aug\\shard_e27b.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e27b.pt', 0, 'jsonl(0 lines)')]",262,0,262
valid,shard_e2cb,Dataset/valid/unified_aug\shard_e2cb.json,"[('Dataset/valid/unified_aug\\shard_e2cb.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e2cb.pt', 0, 'jsonl(0 lines)')]",1431,0,1431
valid,shard_e2ec,Dataset/valid/unified_aug\shard_e2ec.json,"[('Dataset/valid/unified_aug\\shard_e2ec.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e2ec.pt', 0, 'jsonl(0 lines)')]",5843,0,5843
valid,shard_e2f1,Dataset/valid/unified_aug\shard_e2f1.json,"[('Dataset/valid/unified_aug\\shard_e2f1.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e2f1.pt', 0, 'jsonl(0 lines)')]",1808,0,1808
valid,shard_e305,Dataset/valid/unified_aug\shard_e305.json,"[('Dataset/valid/unified_aug\\shard_e305.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e305.pt', 0, 'jsonl(0 lines)')]",160,0,160
valid,shard_e306,Dataset/valid/unified_aug\shard_e306.json,"[('Dataset/valid/unified_aug\\shard_e306.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e306.pt', 0, 'jsonl(0 lines)')]",1264,0,1264
valid,shard_e30b,Dataset/valid/unified_aug\shard_e30b.json,"[('Dataset/valid/unified_aug\\shard_e30b.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e30b.pt', 0, 'jsonl(0 lines)')]",251,0,251
valid,shard_e30c,Dataset/valid/unified_aug\shard_e30c.json,"[('Dataset/valid/unified_aug\\shard_e30c.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e30c.pt', 0, 'jsonl(0 lines)')]",314,0,314
valid,shard_e321,Dataset/valid/unified_aug\shard_e321.json,"[('Dataset/valid/unified_aug\\shard_e321.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e321.pt', 0, 'jsonl(0 lines)')]",285,0,285
valid,shard_e34b,Dataset/valid/unified_aug\shard_e34b.json,"[('Dataset/valid/unified_aug\\shard_e34b.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e34b.pt', 0, 'jsonl(0 lines)')]",254,0,254
valid,shard_e36b,Dataset/valid/unified_aug\shard_e36b.json,"[('Dataset/valid/unified_aug\\shard_e36b.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e36b.pt', 0, 'jsonl(0 lines)')]",2299,0,2299
valid,shard_e39a,Dataset/valid/unified_aug\shard_e39a.json,"[('Dataset/valid/unified_aug\\shard_e39a.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e39a.pt', 0, 'jsonl(0 lines)')]",1102,0,1102
valid,shard_e3a5,Dataset/valid/unified_aug\shard_e3a5.json,"[('Dataset/valid/unified_aug\\shard_e3a5.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e3a5.pt', 0, 'jsonl(0 lines)')]",1199,0,1199
valid,shard_e3ad,Dataset/valid/unified_aug\shard_e3ad.json,"[('Dataset/valid/unified_aug\\shard_e3ad.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e3ad.pt', 0, 'jsonl(0 lines)')]",867,0,867
valid,shard_e3b5,Dataset/valid/unified_aug\shard_e3b5.json,"[('Dataset/valid/unified_aug\\shard_e3b5.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e3b5.pt', 0, 'jsonl(0 lines)')]",391,0,391
valid,shard_e3ca,Dataset/valid/unified_aug\shard_e3ca.json,"[('Dataset/valid/unified_aug\\shard_e3ca.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e3ca.pt', 0, 'jsonl(0 lines)')]",291,0,291
valid,shard_e3f3,Dataset/valid/unified_aug\shard_e3f3.json,"[('Dataset/valid/unified_aug\\shard_e3f3.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e3f3.pt', 0, 'jsonl(0 lines)')]",1307,0,1307
valid,shard_e3f7,Dataset/valid/unified_aug\shard_e3f7.json,"[('Dataset/valid/unified_aug\\shard_e3f7.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e3f7.pt', 0, 'jsonl(0 lines)')]",74,0,74
valid,shard_e406,Dataset/valid/unified_aug\shard_e406.json,"[('Dataset/valid/unified_aug\\shard_e406.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e406.pt', 0, 'jsonl(0 lines)')]",1338,0,1338
valid,shard_e40f,Dataset/valid/unified_aug\shard_e40f.json,"[('Dataset/valid/unified_aug\\shard_e40f.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e40f.pt', 0, 'jsonl(0 lines)')]",1342,0,1342
valid,shard_e41f,Dataset/valid/unified_aug\shard_e41f.json,"[('Dataset/valid/unified_aug\\shard_e41f.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e41f.pt', 0, 'jsonl(0 lines)')]",2020,0,2020
valid,shard_e427,Dataset/valid/unified_aug\shard_e427.json,"[('Dataset/valid/unified_aug\\shard_e427.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e427.pt', 0, 'jsonl(0 lines)')]",879,0,879
valid,shard_e42d,Dataset/valid/unified_aug\shard_e42d.json,"[('Dataset/valid/unified_aug\\shard_e42d.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e42d.pt', 0, 'jsonl(0 lines)')]",802,0,802
valid,shard_e43a,Dataset/valid/unified_aug\shard_e43a.json,"[('Dataset/valid/unified_aug\\shard_e43a.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e43a.pt', 0, 'jsonl(0 lines)')]",2337,0,2337
valid,shard_e457,Dataset/valid/unified_aug\shard_e457.json,"[('Dataset/valid/unified_aug\\shard_e457.json', 2, 'single-json')]",1120,2,1118
valid,shard_e45e,Dataset/valid/unified_aug\shard_e45e.json,"[('Dataset/valid/unified_aug\\shard_e45e.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e45e.pt', 0, 'jsonl(0 lines)')]",193,0,193
valid,shard_e473,Dataset/valid/unified_aug\shard_e473.json,"[('Dataset/valid/unified_aug\\shard_e473.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e473.pt', 0, 'jsonl(0 lines)')]",254,0,254
valid,shard_e477,Dataset/valid/unified_aug\shard_e477.json,"[('Dataset/valid/unified_aug\\shard_e477.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e477.pt', 0, 'jsonl(0 lines)')]",24,0,24
valid,shard_e487,Dataset/valid/unified_aug\shard_e487.json,"[('Dataset/valid/unified_aug\\shard_e487.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e487.pt', 0, 'jsonl(0 lines)')]",103,0,103
valid,shard_e49d,Dataset/valid/unified_aug\shard_e49d.json,"[('Dataset/valid/unified_aug\\shard_e49d.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e49d.pt', 0, 'jsonl(0 lines)')]",409,0,409
valid,shard_e4b7,Dataset/valid/unified_aug\shard_e4b7.json,"[('Dataset/valid/unified_aug\\shard_e4b7.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e4b7.pt', 0, 'jsonl(0 lines)')]",480,0,480
valid,shard_e4cd,Dataset/valid/unified_aug\shard_e4cd.json,"[('Dataset/valid/unified_aug\\shard_e4cd.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e4cd.pt', 0, 'jsonl(0 lines)')]",481,0,481
valid,shard_e4d1,Dataset/valid/unified_aug\shard_e4d1.json,"[('Dataset/valid/unified_aug\\shard_e4d1.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e4d1.pt', 0, 'jsonl(0 lines)')]",937,0,937
valid,shard_e4ec,Dataset/valid/unified_aug\shard_e4ec.json,"[('Dataset/valid/unified_aug\\shard_e4ec.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e4ec.pt', 0, 'jsonl(0 lines)')]",139,0,139
valid,shard_e4f3,Dataset/valid/unified_aug\shard_e4f3.json,"[('Dataset/valid/unified_aug\\shard_e4f3.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e4f3.pt', 0, 'jsonl(0 lines)')]",1306,0,1306
valid,shard_e50f,Dataset/valid/unified_aug\shard_e50f.json,"[('Dataset/valid/unified_aug\\shard_e50f.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e50f.pt', 0, 'jsonl(0 lines)')]",147,0,147
valid,shard_e523,Dataset/valid/unified_aug\shard_e523.json,"[('Dataset/valid/unified_aug\\shard_e523.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e523.pt', 0, 'jsonl(0 lines)')]",1640,0,1640
valid,shard_e528,Dataset/valid/unified_aug\shard_e528.json,"[('Dataset/valid/unified_aug\\shard_e528.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e528.pt', 0, 'jsonl(0 lines)')]",993,0,993
valid,shard_e54e,Dataset/valid/unified_aug\shard_e54e.json,"[('Dataset/valid/unified_aug\\shard_e54e.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e54e.pt', 0, 'jsonl(0 lines)')]",29,0,29
valid,shard_e590,Dataset/valid/unified_aug\shard_e590.json,"[('Dataset/valid/unified_aug\\shard_e590.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e590.pt', 0, 'jsonl(0 lines)')]",161,0,161
valid,shard_e592,Dataset/valid/unified_aug\shard_e592.json,"[('Dataset/valid/unified_aug\\shard_e592.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e592.pt', 0, 'jsonl(0 lines)')]",711,0,711
valid,shard_e59e,Dataset/valid/unified_aug\shard_e59e.json,"[('Dataset/valid/unified_aug\\shard_e59e.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e59e.pt', 0, 'jsonl(0 lines)')]",1462,0,1462
valid,shard_e5a5,Dataset/valid/unified_aug\shard_e5a5.json,"[('Dataset/valid/unified_aug\\shard_e5a5.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e5a5.pt', 0, 'jsonl(0 lines)')]",76,0,76
valid,shard_e5c0,Dataset/valid/unified_aug\shard_e5c0.json,"[('Dataset/valid/unified_aug\\shard_e5c0.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e5c0.pt', 0, 'jsonl(0 lines)')]",460,0,460
valid,shard_e5c1,Dataset/valid/unified_aug\shard_e5c1.json,"[('Dataset/valid/unified_aug\\shard_e5c1.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e5c1.pt', 0, 'jsonl(0 lines)')]",22161,0,22161
valid,shard_e651,Dataset/valid/unified_aug\shard_e651.json,"[('Dataset/valid/unified_aug\\shard_e651.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e651.pt', 0, 'jsonl(0 lines)')]",270,0,270
valid,shard_e66e,Dataset/valid/unified_aug\shard_e66e.json,"[('Dataset/valid/unified_aug\\shard_e66e.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e66e.pt', 0, 'jsonl(0 lines)')]",584,0,584
valid,shard_e673,Dataset/valid/unified_aug\shard_e673.json,"[('Dataset/valid/unified_aug\\shard_e673.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e673.pt', 0, 'jsonl(0 lines)')]",336,0,336
valid,shard_e6a3,Dataset/valid/unified_aug\shard_e6a3.json,"[('Dataset/valid/unified_aug\\shard_e6a3.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e6a3.pt', 0, 'jsonl(0 lines)')]",816,0,816
valid,shard_e6a6,Dataset/valid/unified_aug\shard_e6a6.json,"[('Dataset/valid/unified_aug\\shard_e6a6.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e6a6.pt', 0, 'jsonl(0 lines)')]",37,0,37
valid,shard_e6ae,Dataset/valid/unified_aug\shard_e6ae.json,"[('Dataset/valid/unified_aug\\shard_e6ae.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e6ae.pt', 0, 'jsonl(0 lines)')]",1556,0,1556
valid,shard_e6bd,Dataset/valid/unified_aug\shard_e6bd.json,"[('Dataset/valid/unified_aug\\shard_e6bd.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e6bd.pt', 0, 'jsonl(0 lines)')]",2367,0,2367
valid,shard_e6d3,Dataset/valid/unified_aug\shard_e6d3.json,"[('Dataset/valid/unified_aug\\shard_e6d3.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e6d3.pt', 0, 'jsonl(0 lines)')]",6924,0,6924
valid,shard_e6ed,Dataset/valid/unified_aug\shard_e6ed.json,"[('Dataset/valid/unified_aug\\shard_e6ed.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e6ed.pt', 0, 'jsonl(0 lines)')]",1369,0,1369
valid,shard_e724,Dataset/valid/unified_aug\shard_e724.json,"[('Dataset/valid/unified_aug\\shard_e724.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e724.pt', 0, 'jsonl(0 lines)')]",426,0,426
valid,shard_e73a,Dataset/valid/unified_aug\shard_e73a.json,"[('Dataset/valid/unified_aug\\shard_e73a.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e73a.pt', 0, 'jsonl(0 lines)')]",733,0,733
valid,shard_e73c,Dataset/valid/unified_aug\shard_e73c.json,"[('Dataset/valid/unified_aug\\shard_e73c.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e73c.pt', 0, 'jsonl(0 lines)')]",4807,0,4807
valid,shard_e79b,Dataset/valid/unified_aug\shard_e79b.json,"[('Dataset/valid/unified_aug\\shard_e79b.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e79b.pt', 0, 'jsonl(0 lines)')]",378,0,378
valid,shard_e79e,Dataset/valid/unified_aug\shard_e79e.json,"[('Dataset/valid/unified_aug\\shard_e79e.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e79e.pt', 0, 'jsonl(0 lines)')]",1058,0,1058
valid,shard_e7af,Dataset/valid/unified_aug\shard_e7af.json,"[('Dataset/valid/unified_aug\\shard_e7af.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e7af.pt', 0, 'jsonl(0 lines)')]",220,0,220
valid,shard_e7bf,Dataset/valid/unified_aug\shard_e7bf.json,"[('Dataset/valid/unified_aug\\shard_e7bf.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e7bf.pt', 0, 'jsonl(0 lines)')]",2069,0,2069
valid,shard_e7e5,Dataset/valid/unified_aug\shard_e7e5.json,"[('Dataset/valid/unified_aug\\shard_e7e5.json', 2, 'single-json')]",4701,2,4699
valid,shard_e7f9,Dataset/valid/unified_aug\shard_e7f9.json,"[('Dataset/valid/unified_aug\\shard_e7f9.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e7f9.pt', 0, 'jsonl(0 lines)')]",2153,0,2153
valid,shard_e818,Dataset/valid/unified_aug\shard_e818.json,"[('Dataset/valid/unified_aug\\shard_e818.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e818.pt', 0, 'jsonl(0 lines)')]",731,0,731
valid,shard_e824,Dataset/valid/unified_aug\shard_e824.json,"[('Dataset/valid/unified_aug\\shard_e824.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e824.pt', 0, 'jsonl(0 lines)')]",3063,0,3063
valid,shard_e84b,Dataset/valid/unified_aug\shard_e84b.json,"[('Dataset/valid/unified_aug\\shard_e84b.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e84b.pt', 0, 'jsonl(0 lines)')]",112,0,112
valid,shard_e851,Dataset/valid/unified_aug\shard_e851.json,"[('Dataset/valid/unified_aug\\shard_e851.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e851.pt', 0, 'jsonl(0 lines)')]",1535,0,1535
valid,shard_e860,Dataset/valid/unified_aug\shard_e860.json,"[('Dataset/valid/unified_aug\\shard_e860.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e860.pt', 0, 'jsonl(0 lines)')]",252,0,252
valid,shard_e862,Dataset/valid/unified_aug\shard_e862.json,"[('Dataset/valid/unified_aug\\shard_e862.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e862.pt', 0, 'jsonl(0 lines)')]",621,0,621
valid,shard_e865,Dataset/valid/unified_aug\shard_e865.json,"[('Dataset/valid/unified_aug\\shard_e865.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e865.pt', 0, 'jsonl(0 lines)')]",157,0,157
valid,shard_e87a,Dataset/valid/unified_aug\shard_e87a.json,"[('Dataset/valid/unified_aug\\shard_e87a.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e87a.pt', 0, 'jsonl(0 lines)')]",382,0,382
valid,shard_e8ef,Dataset/valid/unified_aug\shard_e8ef.json,"[('Dataset/valid/unified_aug\\shard_e8ef.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e8ef.pt', 0, 'jsonl(0 lines)')]",662,0,662
valid,shard_e920,Dataset/valid/unified_aug\shard_e920.json,"[('Dataset/valid/unified_aug\\shard_e920.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e920.pt', 0, 'jsonl(0 lines)')]",4171,0,4171
valid,shard_e93b,Dataset/valid/unified_aug\shard_e93b.json,"[('Dataset/valid/unified_aug\\shard_e93b.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e93b.pt', 0, 'jsonl(0 lines)')]",353,0,353
valid,shard_e995,Dataset/valid/unified_aug\shard_e995.json,"[('Dataset/valid/unified_aug\\shard_e995.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e995.pt', 0, 'jsonl(0 lines)')]",1167,0,1167
valid,shard_e9c2,Dataset/valid/unified_aug\shard_e9c2.json,"[('Dataset/valid/unified_aug\\shard_e9c2.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e9c2.pt', 0, 'jsonl(0 lines)')]",383,0,383
valid,shard_e9c6,Dataset/valid/unified_aug\shard_e9c6.json,"[('Dataset/valid/unified_aug\\shard_e9c6.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e9c6.pt', 0, 'jsonl(0 lines)')]",691,0,691
valid,shard_e9c9,Dataset/valid/unified_aug\shard_e9c9.json,"[('Dataset/valid/unified_aug\\shard_e9c9.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e9c9.pt', 0, 'jsonl(0 lines)')]",907,0,907
valid,shard_e9ce,Dataset/valid/unified_aug\shard_e9ce.json,"[('Dataset/valid/unified_aug\\shard_e9ce.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e9ce.pt', 0, 'jsonl(0 lines)')]",4158,0,4158
valid,shard_e9d3,Dataset/valid/unified_aug\shard_e9d3.json,"[('Dataset/valid/unified_aug\\shard_e9d3.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_e9d3.pt', 0, 'jsonl(0 lines)')]",146,0,146
valid,shard_ea04,Dataset/valid/unified_aug\shard_ea04.json,"[('Dataset/valid/unified_aug\\shard_ea04.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_ea04.pt', 0, 'jsonl(0 lines)')]",1414,0,1414
valid,shard_ea06,Dataset/valid/unified_aug\shard_ea06.json,"[('Dataset/valid/unified_aug\\shard_ea06.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_ea06.pt', 0, 'jsonl(0 lines)')]",1677,0,1677
valid,shard_ea0d,Dataset/valid/unified_aug\shard_ea0d.json,"[('Dataset/valid/unified_aug\\shard_ea0d.json', 0, 'single-json'), ('Dataset/valid/unified_aug\\shard_ea0d.pt', 0, 'jsonl(0 lines)')]",1544,0,1544
